Fahrgast_ID,Spawnzeit,Einsteigzeit,Austeigezeit,Wartezeit,Startetage,Zieletage,Nimmt_Treppenhaus
73,686.0878215757472,687.1736321765492,707.1736321765492,1.0858106008020059,0,2,False
74,687.0878215757472,687.1736321765492,717.1736321765492,0.08581060080200587,0,3,False
70,646.3408930282951,687.1736321765492,727.1736321765492,40.83273914825406,0,4,False
71,659.9670110565911,687.1736321765492,727.1736321765492,27.206621119958072,0,4,False
75,689.3546318937812,691.975638643346,741.975638643346,2.621006749564799,0,9,False
69,637.2996265726214,687.1736321765492,742.1736321765492,49.8740056039278,0,6,False
77,719.8518913092547,733.7642893424403,758.7642893424403,13.912398033185582,0,4,False
76,703.7642893424403,733.7642893424403,768.7642893424403,30.0,0,5,False
78,720.8518913092547,733.7642893424403,768.7642893424403,12.912398033185582,0,5,False
79,730.3455696509368,733.7642893424403,778.7642893424403,3.4187196915034974,0,6,False
81,747.8748570086444,777.1736321765492,792.1736321765492,29.29877516790475,0,2,False
82,754.1680503981735,777.1736321765492,807.1736321765492,23.0055817783757,0,4,False
85,786.3229487137983,791.975638643346,816.975638643346,5.652689929547705,0,4,False
83,780.0532270048053,791.975638643346,831.975638643346,11.922411638540666,0,6,False
80,737.3506265295194,777.1736321765492,837.1736321765492,39.82300564702973,0,9,False
88,819.7784202305669,836.8201627107394,846.8201627107394,17.041742480172502,0,1,False
84,783.9202521136547,791.975638643346,851.975638643346,8.055386529691305,0,9,False
86,816.8201627107394,836.8201627107394,856.8201627107394,20.0,0,2,False
89,829.260708134589,836.8201627107394,856.8201627107394,7.559454576150415,0,2,False
87,818.7784202305669,836.8201627107394,871.8201627107394,18.041742480172502,0,4,False
95,875.1476124414276,887.1736321765492,902.1736321765492,12.026019735121622,0,2,False
98,890.5645564949539,896.8201627107394,906.8201627107394,6.2556062157855195,0,1,False
91,853.1241400969537,887.1736321765492,917.1736321765492,34.04949207959544,0,4,False
94,859.0957433772531,887.1736321765492,917.1736321765492,28.077888799296034,0,4,False
99,910.4326913592547,915.4326913592547,925.4326913592547,5.0,0,1,False
90,841.060150170621,887.1736321765492,927.1736321765492,46.11348200592818,0,5,False
96,876.5916887370616,887.1736321765492,937.1736321765492,10.581943439487532,0,6,False
97,885.9296465948198,887.1736321765492,947.1736321765492,1.243985581729362,0,7,False
100,915.7915796155893,916.8201627107394,951.8201627107394,1.0285830951501111,0,6,False
92,854.6095268879383,887.1736321765492,957.1736321765492,32.564105288610904,0,8,False
93,856.0132692538248,887.1736321765492,957.1736321765492,31.160362922724403,0,8,False
101,919.4761230386003,935.4326913592547,960.4326913592547,15.956568320654355,0,4,False
102,925.9571148379665,935.4326913592547,960.4326913592547,9.47557652128819,0,4,False
108,975.1457677915446,985.4326913592547,995.4326913592547,10.286923567710119,0,1,False
106,963.0359764220366,985.4326913592547,1005.4326913592547,22.39671493721812,0,2,False
109,998.2128392909378,998.2128392909378,1013.2128392909378,0.0,0,2,False
103,937.9817372903105,985.4326913592547,1015.4326913592547,47.45095406894416,0,3,False
104,940.5890278836401,985.4326913592547,1015.4326913592547,44.84366347561456,0,3,False
113,1014.5476380280752,1018.0900996950988,1028.0900996950988,3.5424616670236446,0,1,False
110,1008.0900996950988,1018.0900996950988,1043.0900996950988,10.0,0,3,False
105,956.804587328973,985.4326913592547,1045.4326913592547,28.628104030281747,0,8,False
112,1013.5476380280752,1018.0900996950988,1053.0900996950988,4.542461667023645,0,4,False
107,967.1967733437949,985.4326913592547,1055.4326913592547,18.235918015459788,0,9,False
114,1019.8276277493437,1029.8276277493437,1069.8276277493437,10.0,0,7,False
111,1010.4818747761991,1018.0900996950988,1078.0900996950988,7.608224918899737,0,8,False
115,1041.6260942850429,,,60.0,0,7,True
118,1090.450256396001,1105.4326913592547,1125.4326913592547,14.982434963253809,0,3,False
120,1114.960080736351,1125.50369921128,1135.50369921128,10.543618474928962,0,1,False
122,1118.6780867199045,1125.50369921128,1135.50369921128,6.825612491375523,0,1,False
119,1110.50369921128,1110.50369921128,1140.50369921128,0.0,0,5,False
117,1076.7778963492703,1105.4326913592547,1150.4326913592547,28.654795009984355,0,7,False
116,1064.8029456121894,1105.4326913592547,1160.4326913592547,40.62974574706527,0,8,False
121,1115.960080736351,1125.50369921128,1165.50369921128,9.543618474928962,0,6,False
124,1165.6150503487543,1170.50369921128,1180.50369921128,4.88864886252577,0,1,False
126,1188.596620534957,1200.50369921128,1215.50369921128,11.907078676322953,0,2,False
123,1136.110525370913,1170.50369921128,1225.50369921128,34.393173840367126,0,9,False
125,1175.281741495817,1200.50369921128,1225.50369921128,25.221957715463077,0,3,False
127,1219.9960626702343,1219.9960626702343,1259.9960626702343,0.0,0,7,False
129,1245.4208852717354,1245.50369921128,1260.50369921128,0.08281393954462146,0,2,False
128,1228.4245837585072,1245.50369921128,1275.50369921128,17.07911545277284,0,4,False
131,1277.9373385790745,1292.102457259833,1322.102457259833,14.165118680758496,0,5,False
133,1291.87908014097,1292.102457259833,1322.102457259833,0.22337711886302714,0,5,False
134,1297.6765701296508,1302.6765701296508,1322.6765701296508,5.0,0,3,False
